researcher_name,employee_id,affiliation,rcard_url,rank,project_id,project_title,project_pi,project_inst,project_keywords,final_score,semantic_score,keyword_score
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,7,NRF-000362,"Integrative Threat Modeling, Risk Assessment, and Security Control Management for Government Settings",Chen Binbin,Singapore University of Technology and Design,Threat Modeling; Risk Assessment; Security Control Management; IM8 compliance,0.3167,0.4525,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,8,MOH-000184,Timely Identification of Developmental and Behaviour problems In Toddlers (TIDBIT),Hwan Cui Koh,KK Women's & Children's Hospital,"Child Development, Screening, Surveillance, Developmental delay, Autism Spectrum Disorder",0.3140,0.4486,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,9,NRF-000590,Development of an integrated operational tool for Risk Assessment of Container Stackings at terminal yards under extreme gust conditions (RACS),Nguyen Vinh Tan,IHPC - Institute of High Performance Computing,"risk assessment, extreme weather condition, operational resilience, weather prediction, aerodynamic force",0.3138,0.4483,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,10,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3134,0.4478,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,1,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.4184,0.5977,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,2,NRF-000445,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gao Debin,Singapore Management University,"Trusted Execution Environments (TEEs), confidential computing, cloud computing, mobile security,",0.4094,0.5848,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,3,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.4057,0.5796,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,4,MOE-000619,Breaking the Box -- On Security of Cryptographic Devices.,Divesh Aggarwal,National University of Singapore,"Tamper-resilient cryptography, leakage-resilient cryptography, randomness",0.3926,0.5608,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,5,NRF-000017,Cyber Forensics & Assurance R&D Programme,Gan Chee Lip,Nanyang Technological University,"Forensics, Data Recovery, Hardware Assurance, Anti-Forensic Solutions, Side Channel Techniques",0.3900,0.5572,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,6,NRF-000406,Future Cyber Security Technology Development Programme,AN Bo,Nanyang Technological University,"Cyber security, Cyber systems, Artificial intelligence",0.3896,0.5565,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,7,NRF-000448,Miniaturizing Higher-Dimensional Structured Light for Information Security,Joel Yang,Singapore University of Technology and Design,high dimensional; structured light; classical optics; quantum optics; information security,0.3793,0.5418,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,8,NRF-000422,Interpretable and Automated Cryptanalysis for Tailor-Made Cryptographic Design,Thomas Peyrin,Nanyang Technological University,cryptography; cyber-security; machine learning; explainable AI,0.3750,0.5357,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,9,NRF-000035,National Satellite of Excellence in Mobile Systems Security and Cloud Security,Robert Deng,Singapore Management University,Mobile platform security; user authentication; mobile app security; mobile cloud security,0.3706,0.5294,0.0000
김창우 (KIM CHANGWOO),10717,지능융합SW연구센터,https://rcard.re.kr/detail/685PmeahBfqoUpHWEU7HVQ==,10,NRF-000024,Framework for Practical Quantum Communication with Untrustworthy Devices,LIM CI WEN,National University of Singapore,Quantum Information; Quantum Technologies; Quantum Cryptography; Quantum Information Theory; Quantum Key Distribution; Quantum Random Number Generation,0.3667,0.5239,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,1,MOE-000853,Investigating In-Context Representation Learning and Hypernetworks for Projection in Large Language Models for Efficient Domain-Specific Knowledge Augmentation,Chan Guo Wei Alvin,Nanyang Technological University,Artificial Intelligence; Deep Learning; Large Language Model; In-context learning; drug discovery,0.4124,0.5891,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,2,MOE-000881,Verifiable Large Language Models via Scalable Zero-Knowledge Proofs,Jiaheng Zhang,National University of Singapore,Cybersecurity; Zero-Knowledge Proofs; AI Security; Verifiable Machine Learning; Large Language Models;,0.3766,0.5381,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,3,NRF-000600,Tokenizing Everything: A Truly Multimodal GPT,Hanwang Zhang,Nanyang Technological University,Generative AI; Multimodality; Tokenization; GPT,0.3749,0.5356,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,4,MOE-000761,Synthesizing Complex Data under Differential Privacy,Xiaokui Xiao,National University of Singapore,"Data management, data privacy",0.3405,0.4865,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,5,MOE-000818,Generative Fine-Grained Visual Perception with MLLMs,Loy Chen Change,Nanyang Technological University,"Multimodal, Large Language Models, Recognition, Detection, Computer Vision",0.3366,0.4753,0.0128
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,6,NRF-000512,From LLMs to LGMs: LLM-empowered Sub-Graph Learning for Large Graph Models,LUO SIQIANG,Nanyang Technological University,Large Graph Model; Large Language Model; Graph Learning,0.3328,0.4754,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,7,MOH-001785,Multimodal speech parameters for mental health,Wilson Wen Bin Goh,Nanyang Technological University,Artificial Intelligence; Detection; Linguistics; Mental Health; Speech,0.3269,0.4670,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,8,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3258,0.4654,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,9,MOE-000054,AI-Lyricist: A Music-Informed Automatic Lyrics Generation System for Language Learning,Wang Ye,National University of Singapore,"and vocabulary, AI-Lyricist will generate lyrics that are in line with the music and satisfy the given constraints. The proposed AI-Lyricist will be the first cross-modal lyrics generation system, which takes music into consideration; the first automatic lyrics generation system using Multi-Discriminator Generative Adversarial Networks (MDGAN). We propose both objective and subjective metrics to evaluate the generated lyrics and text-setting. Finally, we will develop a new SLIONS-EN Karaoke mobi",0.3248,0.4640,0.0000
김산 (KIMSAN),10718,인공지능연구센터,https://rcard.re.kr/detail//h3slPBj0TcjOPCO/dXCzQ==,10,MOE-000276,From iteration on multiple collections in synchrony to fast general interval joins.,Wong Lim Soon,National University of Singapore,Intensional expressive power; comprehension syntax; relational database systems; query optimization; merge join; interval join,0.3243,0.4633,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,1,NRF-000392,"Spinning Towards a ‘Bright’ Future: 
Energy-Harvesting with Spin-Triplet Excitons in Luminescent Materials",Yang Le,IMRE - Institute of Materials Research and Engineering,Energy upconversion; flexible electronics; organic semiconductors; electrochemiluminescence; luminescent materials; energy-harvesting,0.4356,0.6223,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,2,NRF-NRFF2017-04,Multivalent Energy Storage for a Sustainable Future: A Quest beyond Lithium-Ion Technologies,Seh Zhi Wei,IMRE - Institute of Materials Research and Engineering,Electrochemistry;Energy storage;Energy conversion;Batteries;In-operando studies;Materials design,0.3869,0.5527,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,3,1121202022,Cost-Benefit Analysis for Smart Grid in Singapore,So Ping Lam,Nanyang Technological University,Data Access Contact:,0.3790,0.5415,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,4,NRF-000081,Designing Functional Interfaces of Batteries Using Theory and Computation,Pieremanuele Canepa,National University of Singapore,"rechargeable batteries, energy storage, functional interfaces, first-principles calculations, materials informatics, Li-ion batteries",0.3789,0.5413,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,5,NRF-000413,Temporal-Spatial Impact Analysis of Climate Changes on Renewable Energy and Load Demands,Xu Yan,Nanyang Technological University,"Climate-resilient Singapore, energy systems, climate changes, temporal-geospatial modeling, uncertainties",0.3785,0.5408,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,6,MOE-000826,GAIA: Rethinking Data Center Computation and Communication Design for Green AI,MITRA TULIKA,National University of Singapore,"Green AI, Energy-efficiency, Data Center Architecture, Heterogeneous Computing, Network-coordinated Design, Universal AI Accelerator",0.3699,0.5284,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,7,NRF-000025,Electron Microscopy for Catalyst Discovery and Innovation,Qian He,National University of Singapore,Electron microscopy; Heterogeneous catalysis; Sustainability;,0.3648,0.5212,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,8,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3592,0.5131,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,9,MOE-000509,PREP-NexT: Pathways for REsilient Planning of water-energy-food Nexus Transformation,Xiaogang He,National University of Singapore,"Climate change, extreme events, water-food-energy nexus, resilience, sustainability",0.3583,0.5119,0.0000
임정택 (Jeongtaek Lim),10719,에너지IT융합연구센터,https://rcard.re.kr/detail/NvIabmkCPQsh26zVQABEgw==,10,NRF-000437,Developing a risk assessment and communication platform to translate climate projections to policy,Terry Antonius van Gevelt,Singapore Management University,Climate change; Science-Policy interface; Risk assessment framework; Immersive virtual reality narratives; Singapore,0.3568,0.5097,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,1,MOE-000881,Verifiable Large Language Models via Scalable Zero-Knowledge Proofs,Jiaheng Zhang,National University of Singapore,Cybersecurity; Zero-Knowledge Proofs; AI Security; Verifiable Machine Learning; Large Language Models;,0.3860,0.5515,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,2,MOE-000853,Investigating In-Context Representation Learning and Hypernetworks for Projection in Large Language Models for Efficient Domain-Specific Knowledge Augmentation,Chan Guo Wei Alvin,Nanyang Technological University,Artificial Intelligence; Deep Learning; Large Language Model; In-context learning; drug discovery,0.3812,0.5445,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,3,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3556,0.5080,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,4,MOE-000338,SLIONS: an AI-enabled Platform to Promote Personalized Chinese language Learning for Adult Language Learners,Wang Ye,National University of Singapore,evaluation of speech and singing voice; multimodal feedback; neuroplasticity; pronunciation; vocabulary; microlearning,0.3402,0.4861,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,5,MOE-000336,Understanding Brain Networks of Reading and Math to Inform Diagnostics and Interventions (Brain-NORM),Annabel Chen,Nanyang Technological University,"Reading difficulties, Math difficulties, working memory, comorbidity, response to intervention, screeners",0.3373,0.4819,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,6,MOE-000730,Advancing Consumer Behavior Research through Generative AI and Large Language Models,Hannah H. Chang,Singapore Management University,Consumer behavior; consumer psychology; market research; experimental design; large language models; generative AI,0.3360,0.4800,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,7,MOE-000631,Bilingual Metalinguistic Scaffolding as a Pedagogical and Psychological Support for Early MTL Development,Christine Goh,Nanyang Technological University,Bilingual Education; Early Literacy; Scaffolding; Learning Support; Learner Motivation,0.3311,0.4730,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,8,MOE-000276,From iteration on multiple collections in synchrony to fast general interval joins.,Wong Lim Soon,National University of Singapore,Intensional expressive power; comprehension syntax; relational database systems; query optimization; merge join; interval join,0.3268,0.4668,0.0000
정민영 (JUNG MINYOUNG),10691,인공지능연구센터,https://rcard.re.kr/detail/q0WOaNEXrEz/g19L4SVTYg==,9,MOE-000540,"Learning time-varying networks from limited data, and beyond",LIN MEIXIA,Singapore University of Technology and Design,Multi-domain data; spatial-temporal data; Kronecker sum; semidefinite programming; alternating direction methods of multipliers; graph-guided regularization,0.3244,0.4634,0.0000
